WORDPAIR	SEMANTIC	VISUAL
deer#owl	1.60	1.20
skirt#skyscraper	1.20	1.00
ball#boots	1.20	1.00
flamingo#wagon	1.00	1.00
bin_(waste)#ostrich	1.00	1.00
frog#pigeon	1.80	1.20
lamb#otter	2.00	1.60
flea#wasp	2.40	1.60
bat_(baseball)#snail	1.00	1.00
grenade#peas	1.00	1.40
mink_(coat)#porcupine	1.60	1.00
jacket#shack	1.20	1.00
ladle#lobster	1.20	1.00
magazine#pencil	1.20	1.00
grapefruit#tape_(scotch)	1.00	1.00
hornet#stove	1.00	1.00
bison#cage	1.20	1.00
cabinet#closet	3.80	3.60
book#trailer	1.20	1.00
beetle#hammer	1.00	1.00
beetle#lobster	1.80	1.40
barn#desk	1.40	1.20
corkscrew#tortoise	1.20	1.00
rattlesnake#rooster	1.40	1.00
chapel#door	2.00	1.20
blueberry#grater	1.60	1.00
cabbage#worm	1.40	1.00
bedroom#bungalow	1.80	1.40
jeep#scooter	2.20	1.20
couch#saddle	1.80	1.20
harpsichord#tripod	1.40	1.00
doll#pepper	1.00	1.00
minnow#snail	1.80	1.60
pen#turtle	1.20	1.00
butterfly#skirt	1.00	1.20
moth#pig	1.40	1.00
alligator#olive	1.00	1.20
avocado#vine	2.00	1.00
nightgown#pajamas	4.00	2.60
dolphin#vulture	1.40	1.00
leopard#robin	1.80	1.00
level#submarine	1.00	1.20
ball#pistol	1.20	1.00
cedar#gopher	1.60	1.00
skillet#sleigh	1.20	1.00
ostrich#penguin	3.20	1.60
pipe_(plumbing)#rice	1.00	1.20
cranberry#falcon	1.00	1.00
pheasant#woodpecker	4.00	3.00
fridge#tank_(container)	2.20	1.60
alligator#rock	1.20	1.20
barrel#dandelion	1.00	1.00
armour#bus	1.00	1.00
dagger#stick	2.40	2.40
skyscraper#tape_(scotch)	1.20	1.00
saddle#sofa	1.60	1.60
helmet#parka	2.60	1.20
camel#whale	2.20	1.00
closet#hose_(tubing)	1.20	1.00
paintbrush#sweater	1.20	1.20
basement#chair	1.60	1.00
bayonet#cherry	1.00	1.00
bridge#mixer	1.00	1.20
bat_(baseball)#skillet	1.20	1.00
kettle#oriole	1.00	1.20
crab#swimsuit	1.20	1.20
oven#wagon	1.00	1.20
pin#wheel	1.60	1.00
parsley#pepper	3.40	1.60
lamp#van	1.20	1.00
cougar#pot	1.00	1.00
beehive#bucket	1.40	1.40
level#rice	1.00	1.00
chandelier#flute	1.20	1.20
rope#zucchini	1.20	1.20
eagle#sparrow	3.80	2.80
cedar#salmon	1.20	1.00
mink_(animal)#otter	3.20	3.00
jeep#unicycle	2.60	1.40
buggy#doll	1.80	1.00
catfish#goldfish	4.00	3.00
bluejay#robin	4.40	4.20
garage#shed	3.40	3.40
earmuffs#wheelbarrow	1.00	1.00
vine#willow	2.20	1.80
raft#submarine	2.60	1.40
helicopter#pumpkin	1.00	1.20
fawn#lettuce	1.20	1.00
caribou#cod	1.60	1.00
bow_(ribbon)#tie	3.00	3.20
microscope#radish	1.00	1.00
mat#strainer	1.20	1.00
bag#bagpipe	1.80	2.00
flute#sack	1.00	1.00
grapefruit#lime	3.00	2.00
harp#jar	1.00	1.00
basement#house	3.20	2.20
shawl#skyscraper	1.00	1.00
lobster#shirt	1.00	1.00
clock#yacht	1.20	1.00
anchor#donkey	1.00	1.00
taxi#typewriter	1.00	1.00
shovel#sledgehammer	2.40	1.80
crayon#spoon	1.20	1.00
coconut#cranberry	2.20	1.60
plate#telephone	1.20	1.00
bat_(animal)#raccoon	1.80	1.00
nylons#skunk	1.00	1.00
buzzard#rattlesnake	1.60	1.00
camel#dog	2.25	1.75
revolver#rocket	1.50	1.25
napkin#pepper	1.75	1.00
barrel#camisole	1.00	1.00
airplane#ox	1.00	1.00
bear#buffalo	2.75	2.75
cockroach#horse	1.75	1.25
cat#cheetah	4.00	4.50
cork#van	1.00	1.00
mink_(animal)#squid	2.00	1.00
coyote#pig	2.25	1.50
cauliflower#pelican	1.00	1.25
swimsuit#tack	1.00	1.00
donkey#rock	1.25	1.25
gloves#panther	1.00	1.00
balloon#oven	1.25	1.00
racquet#sailboat	1.25	1.00
flute#stool_(furniture)	1.25	1.25
microscope#telephone	1.50	1.50
inn#marble	1.25	1.00
gorilla#shirt	1.00	1.00
pot#spoon	2.50	1.50
buggy#car	3.25	2.50
bin_(waste)#mandarin	1.25	1.00
crocodile#turtle	2.75	2.00
gun#lemon	1.00	1.00
level#rake	2.00	1.50
mug#pineapple	1.25	1.25
nectarine#pear	3.75	2.50
dunebuggy#lamp	1.00	1.00
lettuce#snail	1.00	1.00
bow_(weapon)#clock	1.00	1.00
coat#gown	2.25	2.00
pliers#spatula	2.25	1.50
bracelet#tie	2.25	1.25
bayonet#tripod	1.00	1.50
pier#umbrella	1.25	1.00
elevator#parka	1.00	1.00
cake#doll	1.25	1.00
ostrich#peacock	3.50	2.75
buggy#chair	1.75	1.75
coyote#owl	1.75	1.00
iguana#tortoise	2.25	1.50
flute#whistle	3.50	2.50
camisole#shoes	2.00	1.25
corkscrew#rope	1.75	1.25
stone#walrus	1.25	1.00
colander#revolver	1.25	1.25
menu#stove	1.50	1.00
onions#spinach	2.50	1.25
blender#razor	1.25	1.00
canoe#pepper	1.00	1.00
bat_(animal)#gloves	1.00	1.25
screwdriver#sledgehammer	2.00	1.00
cabbage#peach	2.50	1.50
broccoli#moose	1.00	1.00
airplane#helicopter	3.50	2.75
guitar#piano	3.50	1.25
pillow#thermometer	1.25	1.00
dandelion#pants	1.00	1.00
basement#spatula	1.25	1.00
airplane#tank_(container)	2.00	1.25
bear#mink_(animal)	2.50	2.25
lobster#shrimp	4.00	3.25
ladle#pencil	1.50	1.50
earmuffs#umbrella	1.50	1.50
blouse#pony	1.00	1.00
jacket#tap	1.00	1.00
blueberry#cranberry	4.25	3.50
bat_(animal)#octopus	2.00	1.25
birch#oak	4.25	4.50
bag#pillow	2.00	3.00
oriole#pigeon	4.25	3.75
broom#starling	1.25	1.00
cod#seagull	2.00	1.25
snail#zucchini	1.00	1.00
alligator#hamster	2.00	1.00
grape#strainer	1.50	1.00
cedar#turtle	1.50	1.00
closet#shoes	2.00	1.00
curtains#wand	1.50	1.00
hose_(leggings)#jeans	3.75	3.50
giraffe#stork	2.25	2.25
cart#piano	1.50	1.75
clarinet#porcupine	1.00	1.25
clock#dresser	2.00	1.00
skirt#tank_(army)	1.25	1.00
faucet#parakeet	1.00	1.00
cello#hook	1.00	1.00
comb#revolver	1.00	1.00
bowl#tape_(scotch)	1.20	1.00
scarf#veil	3.40	3.20
beans#fork	1.60	1.00
donkey#hyena	2.40	1.80
banner#gate	1.60	1.00
tuna#whale	3.20	2.40
baton#panther	1.00	1.00
train#tuba	1.00	1.00
magazine#peacock	1.00	1.00
banana#mackerel	1.20	1.00
bread#jar	1.40	1.00
bike#door	1.20	1.00
bathtub#doll	1.20	1.00
boots#gown	2.00	1.00
chisel#iguana	1.00	1.00
closet#dress	2.60	1.20
catfish#seagull	1.60	1.00
bed#python	1.00	1.00
skyscraper#trombone	1.00	1.00
tiger#woodpecker	1.60	1.00
house#shelves	2.20	1.20
faucet#pipe_(plumbing)	3.00	1.80
plug_(electric)#skillet	1.60	1.00
drum#stick	3.00	1.20
kettle#pot	3.60	3.00
menu#parakeet	1.00	1.00
machete#pickle	1.00	1.00
elephant#raven	1.60	1.00
faucet#nightingale	1.00	1.00
hose_(leggings)#slippers	2.20	1.20
dishwasher#leopard	1.00	1.00
pipe_(plumbing)#tap	2.60	2.00
corn#pigeon	1.40	1.00
ox#thermometer	1.00	1.00
airplane#toaster	1.20	1.00
harpsichord#ostrich	1.00	1.00
mittens#wall	1.20	1.00
donkey#hare	1.60	1.20
apartment#car	1.20	1.00
colander#cow	1.00	1.00
hose_(tubing)#pants	1.00	1.40
rooster#tomahawk	1.20	1.00
beans#frog	1.00	1.00
bed#parka	1.20	1.00
hatchet#spear	2.80	1.60
clamp#guppy	1.00	1.00
caribou#duck	1.40	1.00
flea#penguin	1.20	1.00
celery#trombone	1.00	1.00
closet#cupboard	3.40	2.80
apple#grapefruit	3.00	1.60
axe#pin	1.40	1.20
chisel#spade	2.40	1.60
panther#tiger	4.20	3.80
keyboard_(musical)#marble	1.00	1.00
beetle#cellar	1.20	1.00
bottle#pheasant	1.00	1.00
camel#goose	1.60	1.00
bat_(animal)#duck	2.50	2.00
stove#tack	1.00	1.00
basement#bed	1.75	1.00
kite#ruler	1.25	1.00
bucket#gun	1.25	1.00
goldfish#rabbit	2.50	1.50
comb#elephant	1.00	1.00
parka#sweater	4.25	4.00
blouse#shirt	4.75	5.00
spear#tomahawk	3.50	2.50
chapel#cup	1.50	1.00
cap_(hat)#peg	1.50	1.25
cap_(bottle)#trombone	1.00	1.00
church#fork	1.00	1.00
mirror#toilet	1.50	1.00
banana#toad	1.00	1.00
penguin#skunk	2.50	2.25
nightgown#tripod	1.00	1.00
clarinet#flute	4.00	3.50
axe#pencil	1.25	1.25
eagle#shawl	1.00	1.00
robe#tuba	1.00	1.00
nylons#socks	4.25	3.25
grater#hamster	1.00	1.00
menu#shack	1.00	1.00
carpet#paintbrush	1.25	1.00
bracelet#slippers	1.75	1.00
bazooka#boat	1.00	1.00
bookcase#whistle	1.00	1.00
pigeon#turnip	1.00	1.00
leopard#wasp	1.40	1.00
bow_(weapon)#sword	2.60	1.40
banjo#drum	3.40	1.40
buckle#cupboard	1.00	1.00
boots#jet	1.20	1.00
ant#pineapple	1.20	1.00
barn#caterpillar	1.20	1.00
cart#catapult	1.60	1.80
goose#stork	3.60	3.00
inn#razor	1.20	1.00
bison#mittens	1.00	1.00
beans#butterfly	1.00	1.00
cat#porcupine	2.00	1.40
penguin#turtle	1.60	1.40
kite#thimble	1.20	1.00
elephant#pickle	1.20	1.00
box#train	1.80	2.00
axe#gun	2.00	1.40
bureau#closet	3.20	2.00
airplane#boat	2.20	1.20
cap_(bottle)#violin	1.00	1.00
blender#plug_(electric)	1.60	1.20
drill#wrench	2.60	1.40
rhubarb#yacht	1.20	1.00
cork#door	1.20	1.00
pumpkin#tray	1.20	1.00
alligator#platypus	1.60	1.40
harpsichord#pencil	1.00	1.00
grater#tuna	1.20	1.00
grater#spatula	2.75	1.50
couch#sled	1.00	1.75
jacket#octopus	1.00	1.00
bolts#bracelet	1.25	1.00
mirror#squid	1.00	1.00
closet#dresser	3.00	1.50
bed#shelves	1.75	1.50
calf#oak	1.00	1.00
catfish#chain	1.00	1.00
asparagus#vine	2.25	1.50
grasshopper#moth	2.75	2.50
nylons#vest	2.25	1.00
microwave#porcupine	1.00	1.00
hut#salmon	1.25	1.00
nectarine#pyramid	1.00	1.00
bench#limousine	1.50	1.00
hose_(leggings)#shirt	2.50	1.25
biscuit#peas	1.75	1.00
lantern#sleigh	1.25	1.00
pants#tank_(army)	1.00	1.00
bucket#saxophone	1.00	1.00
dishwasher#panther	1.00	1.00
carrot#potato	2.75	1.50
brush#drapes	1.00	1.00
bowl#tank_(container)	2.75	2.25
sack#yacht	1.25	1.00
accordion#drum	2.75	1.00
blouse#cap_(bottle)	1.00	1.00
eagle#owl	3.50	3.00
clock#gopher	1.00	1.00
balloon#box	1.25	1.00
giraffe#moth	1.50	1.25
tack#turnip	1.00	1.00
hamster#porcupine	2.50	1.50
buggy#saxophone	1.00	1.00
machete#partridge	1.00	1.00
lemon#plum	3.50	2.25
finch#raccoon	1.75	1.00
bat_(animal)#mouse	2.25	2.75
drum#swan	1.00	1.00
peacock#tomahawk	1.00	1.00
accordion#pistol	1.00	1.00
bowl#shoes	1.50	1.25
elk#goldfish	1.75	1.00
keyboard_(musical)#tuba	3.25	1.25
bedroom#chapel	2.00	1.50
mirror#whistle	1.25	1.00
oven#tractor	1.00	1.00
inn#turkey	1.00	1.00
skyscraper#tongs	1.00	1.00
basement#shed	2.00	1.50
jeep#pipe_(plumbing)	1.00	1.00
canoe#cart	1.50	1.50
bookcase#cabinet	2.75	2.25
sleigh#sofa	1.75	1.50
closet#typewriter	1.00	1.00
crown#slippers	1.50	1.00
lion#tiger	4.25	3.25
fridge#sheep	1.00	1.00
bag#truck	1.00	1.00
bedroom#rocker	2.00	1.20
fence#pier	1.80	1.60
lemon#mandarin	4.00	3.40
bazooka#cap_(bottle)	1.00	1.00
crowbar#sleigh	1.00	1.00
dishwasher#worm	1.00	1.00
falcon#tricycle	1.20	1.00
colander#shotgun	1.00	1.00
panther#thermometer	1.00	1.00
cannon#shield	1.80	1.00
chandelier#coconut	1.20	1.00
boots#shoes	4.40	3.80
grapefruit#orange	3.60	2.80
partridge#pelican	3.20	2.20
dove#ox	1.60	1.00
cod#pheasant	1.40	1.00
housefly#moth	2.80	2.20
donkey#turtle	1.60	1.20
gorilla#sword	1.00	1.00
duck#finch	2.60	2.00
apple#peach	3.80	3.00
salmon#tuna	4.00	3.40
bin_(waste)#car	1.20	1.00
chisel#pencil	1.20	1.60
guitar#level	1.00	1.00
crow#grenade	1.00	1.00
brick#oven	3.20	1.80
cake#tomahawk	1.00	1.00
microwave#pig	1.20	1.00
raisin#walnut	2.00	1.40
beans#plum	2.00	1.60
cougar#rice	1.00	1.00
canoe#worm	1.00	1.00
clock#sleigh	1.00	1.00
bus#car	4.20	2.60
bouquet#train	1.00	1.00
housefly#zebra	1.40	1.00
cow#pier	1.00	1.00
bed#saddle	1.40	1.00
bookcase#thermometer	1.00	1.00
hornet#spider	2.00	1.80
hose_(leggings)#trousers	3.20	3.00
fridge#sledgehammer	1.00	1.00
oven#sled	1.20	1.00
beaver#rat	2.80	2.40
chapel#clamp	1.00	1.00
airplane#trailer	1.60	1.40
bow_(weapon)#crossbow	4.40	4.20
pan#tuba	1.20	1.40
celery#microwave	1.20	1.00
lantern#revolver	1.00	1.00
box#house	1.60	1.40
budgie#dog	1.60	1.20
microscope#plate	1.00	1.00
blender#blueberry	1.60	1.00
colander#spoon	1.80	1.00
nightingale#robin	4.60	4.00
hut#tomahawk	1.40	1.00
shovel#sink	1.00	1.00
kite#robe	1.00	1.00
cage#mug	1.00	1.20
car#screws	1.40	1.00
freezer#sofa	1.20	1.00
dog#salmon	1.40	1.00
building#tomahawk	1.00	1.00
balloon#chipmunk	1.00	1.00
kite#racquet	1.00	1.00
crayon#pen	4.00	3.80
housefly#spear	1.00	1.00
garage#hut	1.80	2.20
bridge#pier	3.20	3.80
envelope#harpsichord	1.00	1.20
cherry#pumpkin	1.80	1.20
microwave#potato	2.00	1.00
oven#sleigh	1.00	1.00
ball#raisin	1.00	1.60
cork#porcupine	1.00	1.00
skillet#taxi	1.00	1.00
raspberry#strawberry	4.20	3.40
cap_(bottle)#stick	1.00	1.00
lime#olive	2.80	2.00
crab#duck	1.40	1.00
canoe#pigeon	1.00	1.00
brick#doll	1.00	1.00
cedar#starling	1.60	1.00
bayonet#book	1.00	1.00
bracelet#fence	1.00	1.00
axe#bus	1.00	1.00
avocado#grapefruit	3.40	2.00
mirror#snail	1.00	1.00
garlic#trousers	1.00	1.00
cap_(hat)#motorcycle	1.00	1.25
crown#vest	1.60	1.25
bookcase#desk	2.80	2.75
cork#curtains	1.20	1.50
fridge#hatchet	1.20	1.50
fence#harmonica	1.20	1.25
building#jacket	1.00	1.00
jar#squid	1.00	1.00
canoe#lamp	1.20	1.25
lobster#scissors	1.00	1.25
emu#skyscraper	1.00	1.00
calf#tie	1.20	1.00
crab#worm	1.80	1.25
shed#umbrella	1.40	1.25
peg#pot	1.60	1.50
screwdriver#shawl	1.00	1.00
jet#rocket	3.60	3.00
mole_(animal)#sparrow	1.60	1.50
apple#elephant	1.00	1.00
dishwasher#owl	1.00	1.00
thimble#tomahawk	1.40	1.50
beehive#eggplant	1.20	1.25
harp#kite	1.20	1.25
banjo#table	1.20	1.25
bike#buggy	3.40	2.25
beans#pigeon	1.00	1.25
bolts#orange	1.20	1.00
birch#starling	2.00	1.50
grape#lettuce	2.60	1.50
jeep#motorcycle	3.60	2.00
apron#earmuffs	1.40	1.25
flea#rabbit	1.60	1.00
asparagus#candle	1.00	2.00
celery#toad	1.00	1.50
crocodile#shawl	1.00	1.00
clamp#house	1.20	1.25
bluejay#broccoli	1.40	1.00
birch#falcon	1.80	1.75
calf#dove	1.40	1.00
banjo#saddle	1.20	1.25
cherry#mouse	1.40	1.00
football#sack	1.20	1.00
cake#pipe_(plumbing)	1.20	1.00
chicken#tripod	1.20	1.25
pony#tortoise	1.60	1.25
mouse_(computer)#radio	1.60	1.50
box#chair	1.40	1.50
apple#blueberry	3.40	2.00
doll#table	1.40	1.00
raisin#strawberry	2.80	1.75
duck#wand	1.00	1.00
peg#tack	3.20	3.00
bullet#vest	1.80	1.00
cabin#parakeet	1.00	1.00
screwdriver#whip	1.40	1.50
cage#gun	1.20	1.00
groundhog#jet	1.00	1.00
bison#owl	1.80	1.25
buckle#mittens	1.80	1.50
freezer#mat	1.40	1.20
cathedral#chapel	4.00	4.00
ladle#octopus	1.00	1.20
garlic#minnow	1.20	1.00
finch#toad	1.60	1.40
dandelion#hammer	1.00	1.00
airplane#key	1.00	1.00
dolphin#falcon	1.60	1.20
bat_(animal)#hawk	2.60	2.20
cod#parka	1.00	1.00
camel#trumpet	1.00	1.20
piano#stove	1.00	1.20
cranberry#pepper	1.80	1.60
apron#curtains	1.40	2.00
cake#crossbow	1.00	1.00
chain#scooter	1.00	1.00
apple#mandarin	3.20	1.80
tack#tuba	1.20	1.40
giraffe#woodpecker	1.60	1.20
hornet#missile	1.20	1.00
caterpillar#starling	1.20	1.20
tap#tie	1.20	1.00
pickle#rifle	1.00	1.20
swimsuit#vest	2.20	1.60
dagger#skirt	1.00	1.20
bat_(baseball)#screws	1.20	1.20
sweater#veil	2.00	1.40
dove#fox	1.60	1.20
ruler#submarine	1.00	1.00
razor#skillet	1.00	1.20
cabin#tent	3.80	2.40
rat#squirrel	3.60	2.40
mirror#rocker	1.40	1.00
guppy#spinach	1.00	1.20
emu#mole_(animal)	2.40	1.40
beehive#pyramid	1.20	1.00
canary#woodpecker	3.80	2.80
ant#bucket	1.00	1.00
peas#spoon	1.20	1.20
bear#coyote	3.40	2.00
keyboard_(musical)#submarine	1.00	1.00
bra#tuba	1.00	1.20
chipmunk#python	2.20	1.00
guitar#turnip	1.00	1.00
bench#crown	1.00	1.00
buckle#muzzle	2.00	2.00
candle#hornet	1.00	1.20
rocket#whistle	1.00	1.00
apron#drapes	2.20	1.80
bungalow#radio	1.40	1.00
mouse_(computer)#saxophone	1.00	1.00
carrot#mouse	1.40	1.00
bow_(weapon)#violin	1.40	1.60
chimp#lemon	1.00	1.00
cheese#lime	2.00	1.00
iguana#vulture	2.00	1.00
buggy#dunebuggy	4.40	3.60
dress#sweater	3.60	2.20
freezer#sleigh	1.00	1.00
bomb#wheelbarrow	1.00	1.00
cup#kettle	2.40	1.40
bag#bra	1.20	1.20
mirror#stereo	1.20	1.00
bow_(ribbon)#candle	1.00	1.20
rake#wand	1.20	1.80
mat#mouse_(computer)	1.60	1.00
banjo#sleigh	1.00	1.00
olive#onions	1.60	1.40
chain#spoon	1.00	1.20
coconut#plum	2.60	1.20
hatchet#sled	1.00	1.00
hut#spear	1.00	1.00
screwdriver#wrench	3.60	1.40
rhubarb#turnip	3.40	1.80
broom#platypus	1.00	1.00
blender#veil	1.00	1.00
buggy#tricycle	1.80	1.20
carrot#chicken	1.00	1.00
lime#mandarin	4.40	3.40
budgie#parakeet	3.00	3.00
flute#pigeon	1.00	1.00
catfish#snail	1.60	1.00
bagpipe#lamp	1.00	1.00
ashtray#shelves	1.20	1.00
rocker#strawberry	1.00	1.00
limousine#screws	1.00	1.00
magazine#mouse	1.00	1.00
garage#pony	1.00	1.00
calf#rock	1.00	1.00
crown#dress	1.40	1.00
gun#penguin	1.00	1.00
chapel#kite	1.00	1.20
bread#mandarin	1.80	1.00
harpsichord#violin	3.60	1.20
mole_(animal)#shawl	1.00	1.20
dresser#housefly	1.00	1.00
airplane#jet	5.00	5.00
buggy#horse	2.60	1.20
crown#scissors	1.20	1.20
stove#whistle	1.20	1.20
bin_(waste)#mouse_(computer)	1.00	1.00
deer#swan	1.40	1.00
dagger#tomato	1.00	1.00
bus#envelope	1.00	1.00
dolphin#whale	4.00	3.40
platypus#raccoon	2.60	1.80
hatchet#sleigh	1.20	1.20
axe#knife	3.40	2.40
bazooka#nectarine	1.00	1.00
chicken#octopus	1.60	1.00
honeydew#strawberry	2.20	1.40
peas#pickle	1.60	1.80
hose_(tubing)#socks	1.00	1.20
moose#vulture	1.80	1.00
armour#lamp	1.40	1.00
fork#rake	2.00	3.00
helicopter#rock	1.00	1.00
earmuffs#motorcycle	1.00	1.00
tricycle#wheelbarrow	1.80	2.20
menu#projector	1.00	1.00
buzzard#stork	3.50	3.00
lion#mat	1.00	1.25
bazooka#van	1.00	1.00
sword#trombone	1.00	1.00
ambulance#limousine	2.25	2.50
spinach#thermometer	1.00	1.00
bull#calf	4.25	4.00
groundhog#sink	1.00	1.00
beans#goose	1.00	1.00
bike#motorcycle	3.75	4.00
hose_(leggings)#socks	4.25	3.75
elk#hyena	3.50	2.25
bullet#shoes	1.00	1.00
jeans#trousers	4.75	4.50
cork#yam	1.00	1.00
dress#tent	1.50	1.50
rattlesnake#toaster	1.00	1.00
gopher#pine	1.25	1.00
cabinet#desk	2.75	2.50
carrot#mandarin	2.75	1.75
bookcase#tongs	1.00	1.00
pistol#shotgun	4.50	4.25
ball#pin	1.00	1.00
cedar#lantern	1.00	1.00
cloak#ostrich	1.00	1.00
dish#jar	2.75	1.75
caribou#coyote	2.75	2.00
helicopter#stone	1.00	1.00
bow_(weapon)#tuna	1.00	1.00
beehive#toad	1.00	1.25
fence#stove	1.40	1.20
bat_(animal)#dog	1.80	1.40
dish#garlic	2.20	1.20
crown#sled	1.00	1.00
guitar#hut	1.20	1.00
pipe_(plumbing)#typewriter	1.00	1.20
shield#wasp	1.20	1.20
pen#tray	1.40	1.00
brush#racquet	1.20	1.60
cap_(bottle)#freezer	1.20	1.00
sword#whip	1.80	1.60
olive#turtle	1.20	1.40
toaster#tomahawk	1.00	1.00
helmet#tent	1.20	1.20
cork#spade	1.40	1.20
chandelier#couch	1.40	1.00
drapes#rooster	1.00	1.00
knife#rifle	2.60	1.40
bowl#cup	3.80	3.20
mittens#tongs	1.60	1.20
cathedral#wall	2.40	2.20
goldfish#mink_(animal)	1.60	1.00
closet#helicopter	1.00	1.00
basement#hose_(leggings)	1.00	1.00
bomb#rocket	3.40	2.60
bow_(weapon)#oriole	1.00	1.00
apartment#cabinet	2.60	1.80
otter#whale	2.60	1.40
finch#rattlesnake	1.60	1.00
canary#drum	1.00	1.00
broom#lemon	1.00	1.00
scarf#thermometer	1.00	1.00
dagger#harmonica	1.00	1.25
fence#fox	1.00	1.00
rope#shoes	1.00	1.25
hamster#level	1.00	1.00
carpet#slippers	1.00	1.00
scooter#unicycle	3.25	2.00
chickadee#hawk	4.00	2.25
fawn#tray	1.00	1.00
snail#squid	1.50	1.25
chandelier#dove	1.00	1.00
brick#pine	1.00	1.00
chipmunk#pineapple	1.00	1.00
coat#parka	4.75	4.50
ladle#nightingale	1.00	1.00
chisel#sword	2.00	2.50
bat_(baseball)#chair	1.00	1.00
cabin#house	4.25	4.00
trailer#wheelbarrow	2.75	1.50
butterfly#frog	1.25	1.00
cabinet#spade	1.00	1.00
banjo#spider	1.00	1.00
camisole#gown	3.25	1.50
cart#yam	1.00	1.00
bagpipe#tuba	3.75	1.75
pig#swan	1.50	1.00
colander#strainer	5.00	4.75
cantaloupe#moth	1.00	1.00
dunebuggy#horse	2.00	1.25
fork#pan	2.00	1.00
cheese#robin	1.00	1.00
hoe#shed	2.00	1.00
gown#robe	3.60	2.80
anchor#guppy	1.20	1.00
bottle#vine	1.80	1.00
hammer#vest	1.00	1.00
brick#chipmunk	1.00	1.00
calf#tank_(army)	1.00	1.00
bouquet#typewriter	1.00	1.00
necklace#rice	1.00	1.00
budgie#rat	1.20	1.20
bayonet#dagger	3.80	3.20
armour#stool_(furniture)	1.60	1.00
groundhog#squirrel	2.60	2.40
spoon#tuba	1.20	1.00
bedroom#chair	2.60	1.00
mackerel#rooster	1.20	1.00
mandarin#orange	4.60	4.00
airplane#bin_(waste)	1.00	1.00
shotgun#skyscraper	1.00	1.00
octopus#racquet	1.00	1.00
cow#pine	1.20	1.00
fence#shoes	1.00	1.00
housefly#tray	1.40	1.00
broom#stick	2.00	2.80
bagpipe#bra	1.00	1.00
grenade#pants	1.00	1.00
cantaloupe#nightingale	1.00	1.00
hose_(leggings)#robe	2.40	1.60
giraffe#python	1.60	1.20
grater#swimsuit	1.00	1.00
gun#scissors	1.60	1.40
barrel#tank_(container)	2.40	2.40
envelope#gate	1.00	1.20
brick#oak	1.00	1.00
bench#rocker	1.80	1.60
octopus#sweater	1.00	1.20
eel#telephone	1.00	1.20
hare#rat	2.40	1.80
oriole#seal	1.40	1.00
alligator#trumpet	1.00	1.20
dresser#drill	1.20	1.00
garlic#hamster	1.00	1.20
cello#rock	1.20	1.00
cat#dog	3.60	2.80
camisole#cape	2.60	2.40
limousine#potato	1.00	1.00
beehive#lamb	1.20	1.00
skillet#typewriter	1.00	1.20
dishwasher#zucchini	1.00	1.00
microwave#strainer	1.40	1.00
fence#swan	1.00	1.20
bat_(baseball)#hoe	1.80	2.20
fork#wheelbarrow	1.00	1.00
magazine#skyscraper	1.00	1.00
desk#projector	1.80	1.20
camel#vine	1.00	1.00
rock#turkey	1.00	1.00
barrel#belt	1.00	1.20
cucumber#fawn	1.00	1.00
caterpillar#falcon	1.40	1.00
crowbar#shelves	1.00	1.20
boots#screws	1.00	1.00
mink_(animal)#porcupine	2.40	2.00
fridge#telephone	1.20	1.00
blackbird#nightingale	4.00	4.00
ball#dandelion	1.00	1.20
harpsichord#whistle	2.00	1.20
lemon#tangerine	4.00	3.40
cow#partridge	1.60	1.00
flute#sled	1.00	1.60
mixer#van	1.00	1.20
broccoli#lamb	1.20	1.00
mat#tape_(scotch)	1.00	1.40
machete#tank_(army)	1.20	1.00
robe#slippers	2.80	1.00
plate#pot	2.40	1.60
gate#scooter	1.40	1.00
cloak#socks	1.80	1.00
coyote#hawk	1.60	1.00
cabbage#cockroach	1.00	1.00
candle#shed	1.60	1.00
veil#whip	1.00	1.00
thimble#tripod	1.00	1.20
hamster#raisin	1.00	1.00
buzzard#salamander	1.40	1.00
apple#onions	1.80	2.00
brush#hoe	1.20	1.00
pencil#wand	1.80	4.00
caterpillar#wasp	1.60	1.50
candle#gate	1.00	1.00
skis#sled	3.20	2.75
razor#sword	2.80	1.75
pig#sheep	3.20	2.50
cellar#fridge	1.60	1.00
gorilla#pot	1.00	1.00
bowl#catfish	1.00	1.00
bedroom#parsley	1.00	1.00
jar#ruler	1.00	1.00
plug_(electric)#telephone	1.40	1.25
dagger#squid	1.00	1.00
pyramid#toilet	1.00	1.00
ambulance#parakeet	1.00	1.00
drill#level	2.00	1.00
catapult#chisel	1.20	1.25
scooter#tractor	2.00	1.50
fork#zebra	1.00	1.00
cougar#napkin	1.00	1.00
nectarine#tuba	1.00	1.00
cabbage#pear	1.40	1.50
dish#duck	1.80	1.50
pheasant#pony	1.20	1.00
beaver#seal	2.20	2.50
brick#envelope	1.00	1.00
cannon#gun	2.00	1.25
buggy#elevator	1.00	1.00
dishwasher#frog	1.00	1.00
rhubarb#spinach	2.60	1.60
candle#sink	1.00	1.00
parakeet#turtle	1.40	1.00
skis#sleigh	3.60	2.20
beehive#strainer	1.00	1.20
projector#ruler	1.40	1.00
cabbage#orange	1.60	1.20
earmuffs#gate	1.00	1.00
blouse#gown	2.60	1.60
bowl#hose_(leggings)	1.00	1.00
catapult#helmet	1.20	1.00
celery#corn	2.00	1.40
buzzard#walnut	1.20	1.00
