Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
seaweed,a_plant,superordinate,c,h,taxonomic,12,4,,3,ND,0.333,,0,0,7,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
seaweed,is_slimy,external_surface_property,e,se,tactile,11,5,103,10,ND,0.100,0.107,0,0,8,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
seaweed,eaten_by_animals,participant,s,p,function,8,6,8,1,D,1.000,1.000,0,0,16,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
seaweed,grows_in_seas,location,s,l,encyclopaedic,6,7,6,1,D,1.000,1.000,0,0,13,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
seaweed,is_smelly,external_surface_property,e,se,smell,6,7,142,16,ND,0.063,0.042,0,0,9,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
seaweed,grows_in_oceans,location,s,l,encyclopaedic,5,9,5,1,D,1.000,1.000,0,0,15,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
seaweed,is_long,external_surface_property,e,se,visual-form_and_surface,5,9,844,81,ND,0.012,0.006,0,0,7,s,3,1.10,234,5.46,4.30,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.10,1,10,2,0,1,1,0,0,1,1,3,1
shack,made_of_wood,made_of,e,m,visual-form_and_surface,20,1,1091,79,ND,0.013,0.018,11.75,11.75,12,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,is_run-down,systemic_property,e,sys,encyclopaedic,16,2,16,1,D,1.000,1.000,0,0,11,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,is_small,external_surface_property,e,se,visual-form_and_surface,14,3,1229,121,ND,0.008,0.011,0,0,8,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,is_dirty,external_surface_property,e,se,visual-form_and_surface,13,4,83,10,ND,0.100,0.157,12.83,12.83,8,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,used_as_a_house,function,s,f,function,10,5,32,3,ND,0.333,0.313,24.87,24.87,15,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,is_old-fashioned,evaluation,i,e,encyclopaedic,9,6,19,3,ND,0.333,0.474,40.4,40.4,16,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,has_a_roof,external_component,e,ce,visual-form_and_surface,8,7,46,7,ND,0.143,0.174,38.25,38.25,10,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,used_for_storage,function,s,f,function,7,8,374,18,ND,0.056,0.019,24.27,24.27,16,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,has_a_door,external_component,e,ce,visual-form_and_surface,5,9,35,5,ND,0.200,0.143,0,0,10,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,inbeh_-_leaks,entity_behavior,e,b,encyclopaedic,5,9,29,3,ND,0.333,0.172,0,0,13,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,made_of_metal,made_of,e,m,visual-form_and_surface,5,9,1472,133,ND,0.008,0.003,0,0,13,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shack,used_for_storing_tools,function,s,f,function,5,9,30,3,ND,0.333,0.167,29.41,29.41,22,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
shawl,clothing,superordinate,c,h,taxonomic,21,1,,34,ND,0.029,,131.26,0,8,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,worn_for_warmth,function,s,f,function,17,2,206,15,ND,0.067,0.083,161.16,135.14,15,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,worn_by_women,participant,s,p,function,11,3,232,18,ND,0.056,0.047,54.9,24.65,13,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,worn_on_shoulders,function,s,f,function,11,3,17,2,D,0.500,0.647,0,0,17,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,made_of_wool,made_of,e,m,visual-form_and_surface,9,5,107,9,ND,0.111,0.084,167.47,152.61,12,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,worn_by_old_women,participant,s,p,function,7,6,7,1,D,1.000,1.000,0,0,17,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,is_knitted,origin,s,or,encyclopaedic,6,7,34,5,ND,0.200,0.176,132.54,120.76,10,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,different_colours,external_surface_property,e,se,visual-colour,5,8,460,58,ND,0.017,0.011,45.56,23.24,17,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,is_warm,systemic_property,e,sys,tactile,5,8,144,14,ND,0.071,0.035,9.59,9.59,7,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shawl,made_of_cotton,made_of,e,m,visual-form_and_surface,5,8,88,12,ND,0.083,0.057,91.96,65.93,14,S,5,1.61,325,5.78,3.30,5,3,1,658.19,196.25,1,10,9,2,22.2,0.234,0.238,265.96,9,43,4,0,2,1,0,0,0,1,1,1
shed,used_for_storage,function,s,f,function,30,1,374,18,ND,0.056,0.080,54.67,54.67,16,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,used_for_storing_tools,function,s,f,function,18,2,30,3,ND,0.333,0.600,38.82,38.82,22,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,found_in_back_yards,location,s,l,encyclopaedic,16,3,16,1,D,1.000,1.000,0,0,19,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,made_of_wood,made_of,e,m,visual-form_and_surface,16,3,1091,79,ND,0.013,0.015,11.75,11.75,12,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,is_small,external_surface_property,e,se,visual-form_and_surface,12,5,1229,121,ND,0.008,0.010,0,0,8,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,has_doors,external_component,e,ce,visual-form_and_surface,9,6,163,15,ND,0.067,0.055,39.81,39.81,9,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,used_for_storing_lawnmowers,function,s,f,function,8,7,8,1,D,1.000,1.000,0,0,27,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,has_a_roof,external_component,e,ce,visual-form_and_surface,6,8,46,7,ND,0.143,0.130,16.89,16.89,10,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,a_building,superordinate,c,h,taxonomic,5,9,,6,ND,0.167,,0,0,10,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,found_outdoors,location,s,l,encyclopaedic,5,9,11,2,D,0.500,0.455,0,0,14,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,made_of_metal,made_of,e,m,visual-form_and_surface,5,9,1472,133,ND,0.008,0.003,0,0,13,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
shed,used_for_storing_bicycles,function,s,f,function,5,9,5,1,D,1.000,1.000,0,0,25,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
sheep,an_animal,superordinate,c,h,taxonomic,20,1,,99,ND,0.010,,129.68,0,9,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,is_white,external_surface_property,e,se,visual-colour,18,2,634,51,ND,0.020,0.028,6.95,6.95,8,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,used_for_wool,function,s,f,function,18,2,27,2,D,0.500,0.667,0,0,13,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,has_wool,external_component,e,ce,visual-form_and_surface,15,4,29,2,D,0.500,0.517,0,0,8,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,has_legs,external_component,e,ce,visual-form_and_surface,14,5,489,44,ND,0.023,0.029,53.26,41.81,8,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,beh_-_bahs,entity_behavior,e,b,sound,13,6,29,2,D,0.500,0.448,0,0,10,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,eaten_as_meat,function,s,f,function,13,6,43,6,ND,0.167,0.302,69.54,69.54,13,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,has_4_legs,external_component,e,ce,visual-form_and_surface,13,6,468,49,ND,0.020,0.028,126.92,60.18,10,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,beh_-_eats,entity_behavior,e,b,visual-motion,12,9,443,39,ND,0.026,0.027,44.44,35.35,10,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,beh_-_eats_grass,entity_behavior,e,b,visual-motion,11,10,62,7,ND,0.143,0.177,97.74,90.95,16,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,is_black,external_surface_property,e,se,visual-colour,10,11,607,50,ND,0.020,0.016,6.95,6.95,8,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,used_by_clipping/shearing,action,s,a,function,10,11,17,2,D,0.500,0.588,0,0,25,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,a_baby_is_a_lamb,subordinate,c,l,taxonomic,8,13,,1,D,1.000,,0,0,16,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,herded_by_shepherds,participant,s,p,function,8,13,8,1,D,1.000,1.000,0,0,19,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,lives_on_farms,location,s,l,encyclopaedic,8,13,116,12,ND,0.083,0.069,59.32,47.13,14,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,lives_in_herds,larger_whole,e,w,encyclopaedic,7,16,12,2,D,0.500,0.583,0,0,14,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,a_mammal,superordinate,c,h,taxonomic,6,17,,42,ND,0.024,,80.54,0,8,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,is_cuddly,evaluation,i,e,tactile,5,18,5,1,D,1.000,1.000,0,0,9,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,is_cute,evaluation,i,e,encyclopaedic,5,18,52,9,ND,0.111,0.096,27.42,7.28,7,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,is_gentle,evaluation,i,e,encyclopaedic,5,18,5,1,D,1.000,1.000,0,0,9,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
sheep,lives_in_Australia,location,s,l,encyclopaedic,5,18,18,2,D,0.500,0.278,0,0,18,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.20,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
shell,used_for_protection,function,s,f,function,12,1,89,9,ND,0.111,0.135,0,0,19,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,found_on_beaches,location,s,l,encyclopaedic,11,2,11,1,D,1.000,1.000,0,0,16,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,is_hard,external_surface_property,e,se,tactile,11,2,211,22,ND,0.045,0.052,0,0,7,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,a_house,superordinate,c,h,taxonomic,10,4,,6,ND,0.167,,0,0,7,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,different_colours,external_surface_property,e,se,visual-colour,7,5,460,58,ND,0.017,0.015,0,0,17,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,found_in_seas,location,s,l,encyclopaedic,7,5,7,1,D,1.000,1.000,0,0,13,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,different_shapes,external_surface_property,e,se,visual-form_and_surface,6,7,23,3,ND,0.333,0.261,0,0,16,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shell,is_breakable,systemic_property,e,sys,encyclopaedic,6,7,90,10,ND,0.100,0.067,0,0,12,S,36,3.58,3236,8.08,6.20,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.00,0,0,1,0,1,1,0,0,0,1,3,1
shelves,used_for_storage,function,s,f,function,30,1,374,18,ND,0.056,0.080,11.75,11.75,16,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,made_of_wood,made_of,e,m,visual-form_and_surface,23,2,1091,79,ND,0.013,0.021,11.75,11.75,12,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,used_for_storing_books,function,s,f,function,23,2,23,1,D,1.000,1.000,0,0,22,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,found_in_libraries,location,s,l,encyclopaedic,9,4,37,4,ND,0.250,0.243,7.31,7.31,18,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,made_of_metal,made_of,e,m,visual-form_and_surface,8,5,1472,133,ND,0.008,0.005,0,0,13,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,found_on_walls,location,s,l,encyclopaedic,7,6,58,7,ND,0.143,0.121,7.31,7.31,14,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,is_flat,external_surface_property,e,se,visual-form_and_surface,6,7,79,10,ND,0.100,0.076,7.33,7.33,7,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,is_useful,evaluation,i,e,encyclopaedic,6,7,32,6,ND,0.167,0.188,0,0,9,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,found_in_cupboards,location,s,l,encyclopaedic,5,9,13,2,D,0.500,0.385,0,0,18,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,made_of_plastic,made_of,e,m,visual-form_and_surface,5,9,446,51,ND,0.020,0.011,7.33,7.33,15,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shelves,used_for_organizing,function,s,f,function,5,9,10,2,D,0.500,0.500,0,0,19,S,20,3.00,2617,7.87,7.90,7,5,1,887.15,43.91,2,11,11,3,27.3,0.250,0.239,26.39,3,11,3,0,4,0,0,0,0,0,4,0
shield,used_for_protection,function,s,f,function,25,1,89,9,ND,0.111,0.281,12.81,12.81,19,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,made_of_metal,made_of,e,m,visual-form_and_surface,19,2,1472,133,ND,0.008,0.013,0,0,13,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,is_medieval,time,s,t,encyclopaedic,8,3,26,3,ND,0.333,0.308,12.81,12.81,11,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,used_for_war,function,s,f,function,7,4,130,12,ND,0.083,0.054,20.61,0,12,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,associated_with_swords,associated_entity,s,e,encyclopaedic,6,5,6,1,D,1.000,1.000,0,0,22,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,a_weapon,superordinate,c,h,taxonomic,5,6,,29,ND,0.034,,20.61,0,8,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,associated_with_knights,associated_entity,s,e,encyclopaedic,5,6,5,1,D,1.000,1.000,0,0,23,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,is_large,external_surface_property,e,se,visual-form_and_surface,5,6,1076,106,ND,0.009,0.005,0,0,8,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,made_of_wood,made_of,e,m,visual-form_and_surface,5,6,1091,79,ND,0.013,0.005,0,0,12,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
shield,used_for_battle,function,s,f,function,5,6,5,1,D,1.000,1.000,0,0,15,S,10,2.30,2224,7.71,2.85,6,4,1,1066.05,23.22,0,10,9,3,33.3,0.395,0.407,12.81,1,7,3,0,3,0,0,0,0,0,3,1
ship,used_for_cargo,function,s,f,function,18,1,89,5,ND,0.200,0.202,0,0,14,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,is_large,external_surface_property,e,se,visual-form_and_surface,17,2,1076,106,ND,0.009,0.016,0,0,8,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,requires_captains,contingency,i,c,encyclopaedic,15,3,15,1,D,1.000,1.000,0,0,17,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,used_on_water,location,s,l,encyclopaedic,15,3,78,7,ND,0.143,0.192,45.11,45.11,13,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,has_sails,external_component,e,ce,visual-form_and_surface,12,5,48,4,ND,0.250,0.250,41.01,41.01,9,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,inbeh_-_floats,entity_behavior,e,b,visual-motion,12,5,92,7,ND,0.143,0.130,60.94,60.94,14,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,requires_crews,contingency,i,c,encyclopaedic,12,5,18,2,D,0.500,0.667,0,0,14,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,used_for_cruising,function,s,f,function,11,8,19,2,D,0.500,0.579,0,0,17,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,used_for_transportation,function,s,f,function,11,8,323,33,ND,0.030,0.034,52.85,52.85,23,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,used_for_passengers,participant,s,p,function,10,10,115,9,ND,0.111,0.087,38.77,38.77,19,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,has_decks,external_component,e,ce,visual-form_and_surface,6,11,6,1,D,1.000,1.000,0,0,9,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
