#subject	#object	#spatial 1->beside 2->under 3->over 4->inside upper-half 5->inside lower-half
edge	board	3
edge	clock	4
edge	bus	2
row	row	4
row	windows	4
row	building	3
jet	sky	3
jet	tail	4
jet	wing	5
jet	nose	4
jet	engine	5
jet	runway	2
jet	cockpit	4
jet	smoke	2
hose	ground	3
gloves	hands	4
gloves	hand	4
gloves	man	2
tie	man	3
tie	neck	3
tie	shirt	4
tie	knot	4
tie	cat	5
dress	woman	4
valance	window	2
name	building	2
name	jersey	2
name	boat	3
name	bus	3
name	sign	4
name	shirt	2
name	train	3
name	plane	3
passenger	bus	2
passenger	train	1
passenger	paper	5
yellow	yellow	4
plank	bench	2
ad	wall	2
ad	bus	3
jeans	man	3
jeans	woman	3
jeans	person	4
jeans	boy	3
bottom	bottom	4
bottom	photo	3
pocket	shirt	1
pocket	jeans	2
pocket	pants	2
sticks	ground	3
lighting	ceiling	1
hole	wall	3
hole	toilet	3
hole	doughnut	5
hole	donut	5
hole	sink	2
band	wrist	4
band	arm	3
trim	wall	3
trim	window	4
block	wall	2
cows	grass	2
cows	field	2
cows	pasture	2
cows	together	5
barrel	wall	3
beans	plate	2
sheep	field	2
sheep	tree	3
sheep	head	4
sheep	leg	5
sheep	tail	4
sheep	grass	2
sheep	pasture	2
sheep	sheep	4
sheep	hill	2
sheep	face	4
sheep	hay	1
sheep	row	1
sheep	ear	4
sheep	mouth	4
sheep	legs	5
sheep	ears	4
sheep	wool	4
sheep	ground	2
sheep	nose	4
sheep	snow	2
sheep	horns	4
sheep	eye	4
sheep	herd	1
sheep	road	2
sheep	fence	4
sheep	lamb	1
sheep	man	3
sheep	flock	1
sheep	horn	4
sheep	pen	3
sheep	prairie	2
tomatoes	plate	1
tomatoes	pizza	2
tomatoes	bowl	5
decoration	wall	2
decoration	cake	2
smile	face	3
bar	window	1
bar	wall	2
bar	fence	1
green	green	4
package	device	5
heart	word	4
heart	love	5
mattress	bed	4
lock	door	3
carrot	dish	4
carrot	plate	2
carrot	bag	1
carrot	pot	3
carrot	bowl	1
carrot	broth	1
burner	stove	2
debris	ground	3
bananas	table	2
bananas	basket	5
bananas	tree	1
bananas	bunch	4
bananas	bananas	4
bananas	bowl	5
bananas	plate	5
rope	boat	3
rope	surfboard	3
rope	cow	1
rope	neck	4
part	floor	2
part	plate	3
part	water	5
part	pole	5
part	part	4
part	ground	1
part	wheel	2
part	sky	5
part	window	2
part	fence	1
part	wall	1
part	grass	1
part	path	4
part	table	2
part	trouser	2
part	shade	1
part	collar	5
part	cloud	4
part	curtain	2
part	round	5
driver	bus	1
design	wall	2
design	shirt	5
design	plate	2
design	building	3
design	surfboard	3
design	design	4
design	vase	4
design	suit	2
stick	ground	3
stick	grass	2
brush	toilet	1
bark	tree	5
ripple	water	3
pebbles	tracks	3
pebbles	ground	3
station	train	4
icon	screen	2
WINDOW	BUILDING	2
WINDOW	building	2
court	line	5
court	lines	5
armrest	bench	2
saddle	horse	2
bandana	head	5
fruits	bowl	5
molding	wall	3
shaker	table	2
bean	plate	3
rice	plate	1
rice	bowl	2
rose	vase	2
rose	cake	2
strawberry	plate	1
strawberry	cake	2
lettuce	bowl	2
lettuce	plate	3
lettuce	sandwich	3
magnet	refrigerator	2
magnet	fridge	2
portrait	wall	1
cross	church	2
cross	building	2
cross	tower	2
goggles	face	5
goggles	head	5
goggles	helmet	3
goggles	skier	2
goggles	man	2
beard	face	3
beard	man	2
cracks	sidewalk	3
dome	tower	2
dome	building	2
blocks	stone	5
grill	truck	3
grill	bus	3
pedestrian	street	2
pedestrian	sidewalk	1
MAN	shirt	4
pile	pile	4
p	sign	1
bathroom	wall	4
bathroom	toilet	5
bathroom	sink	5
bathroom	mirror	4
bathroom	floor	5
bookcase	books	4
ashtray	table	2
hood	car	4
hood	jacket	2
CAR	STREET	2
CAR	road	2
sunlight	window	5
rim	tire	4
rim	barrel	4
knee	person	3
knee	woman	3
knee	giraffe	3
knee	man	3
mask	catcher	2
officer	horse	5
officer	motorcycle	5
gravel	ground	4
gravel	road	1
gravel	tracks	4
gravel	track	4
gravel	train	3
soda	table	2
eyebrow	man	2
sleeve	shirt	1
male	shirt	4
straw	cup	2
straw	glass	2
straw	ground	2
quilt	bed	4
card	table	2
card	wall	2
thermostat	wall	2
dot	shirt	2
dot	placemat	2
bracket	sign	2
vegetables	pizza	5
vegetables	plate	5
vegetables	bowl	2
vegetables	mat	5
island	water	2
toothpick	sandwich	2
print	wall	1
print	sand	3
feet	bird	3
feet	person	3
feet	skateboard	2
feet	woman	3
feet	surfboard	5
feet	man	3
feet	ground	2
feet	sand	2
section	building	2
spire	building	2
spire	tower	2
mannequin	window	1
grape	plate	2
blind	window	1
fin	surfboard	2
airport	tower	3
canoe	water	2
ocean	wave	4
ocean	water	4
ocean	waves	4
ocean	beach	2
hay	ground	2
petal	flower	3
shingles	roof	5
goat	horns	4
zebras	grass	5
zebras	stripes	4
zebras	water	2
zebras	field	2
zebras	zebras	4
zebras	ground	2
zebras	meadow	5
zebra	grass	2
zebra	field	2
zebra	ears	4
zebra	shadow	5
zebra	leg	5
zebra	neck	4
zebra	eyes	4
zebra	head	4
zebra	ear	4
zebra	stripes	4
zebra	eye	4
zebra	stripe	4
zebra	nose	5
zebra	mouth	5
zebra	tail	4
zebra	mane	4
zebra	zebra	4
zebra	tree	3
zebra	face	4
zebra	snout	4
zebra	hoof	5
zebra	legs	5
zebra	stomach	4
zebra	hooves	5
zebra	mohawk	4
zebra	zoo	3
zebra	water	2
zebra	ground	2
zebra	fence	1
zebra	giraffe	3
zebra	belly	4
zebra	back	4
zebra	hair	4
zebra	dirt	5
zebra	rock	2
zebra	road	2
zebra	hay	5
zebra	pen	2
zebra	river	2
animals	field	2
animals	grass	2
ears	cat	2
ears	sheep	2
ears	zebra	2
ears	head	2
ears	giraffe	2
ears	dog	2
ears	elephant	2
ears	horse	2
ears	bear	2
body	water	5
body	giraffe	4
body	body	4
bunch	bananas	5
bunch	bunch	4
bunch	banana	4
sock	man	3
sock	foot	2
sock	leg	3
tall	tall	4
paw	cat	3
paw	dog	3
paw	bear	3
tongue	mouth	4
tongue	dog	2
zipper	jacket	1
zipper	bag	2
zipper	suitcase	2
bolt	sign	2
bolt	hydrant	2
drawing	wall	3
propeller	plane	1
propeller	airplane	1
cockpit	windows	4
cockpit	airplane	2
cockpit	plane	2
cockpit	window	4
cockpit	jet	2
mast	boat	2
tooth	mouth	1
mud	ground	3
snout	bear	3
snout	zebra	3
corn	plate	2
pancake	plate	4
pancakes	plate	5
juice	table	1
juice	glass	4
carrots	plate	2
carrots	bowl	1
carrots	pot	2
tomato	plate	2
tomato	tomato	4
tomato	pizza	2
tomato	sandwich	3
tomato	bowl	2
egg	plate	2
egg	sandwich	1
egg	bowl	2
slice	pizza	2
slice	slice	4
slice	plate	3
slice	cake	2
donut	donut	4
donut	frosting	4
donut	icing	4
donut	plate	5
donut	sprinkle	5
donut	napkin	5
donut	sprinkles	4
donut	chocolate	4
donut	hand	1
donut	hole	4
donut	table	2
donut	box	3
donut	paper	5
donut	tray	3
donut	rack	1
the	the	4
shingle	roof	2
tub	bathroom	3
handlebar	motorcycle	2
game	television	2
drink	table	2
drink	glass	4
drink	desk	1
chips	plate	5
chip	plate	2
visor	head	5
text	phone	3
text	sign	5
text	lid	4
onion	pizza	3
onion	hotdog	2
onion	sandwich	1
onion	plate	2
onions	pizza	1
twig	ground	3
writting	train	3
snowboarder	jacket	4
snowboarder	air	3
snowboarder	snow	2
snowboarder	helmet	4
snowboarder	pants	5
snowboarder	goggles	4
snowboarder	glove	4
snowboarder	snowboard	5
snowboarder	trick	4
snowboarder	mountain	5
runway	airport	3
runway	plane	3
crops	field	2
this	this	4
burners	stove	2
frosting	cake	4
frosting	donut	5
noodles	bowl	5
noodles	plate	5
dessert	plate	5
topping	pizza	2
broccoli	plate	3
broccoli	stem	5
broccoli	bowl	5
broccoli	table	2
broccoli	pizza	2
broccoli	pot	3
broccoli	box	2
broccoli	pan	5
pilot	cockpit	1
pilot	plane	2
mushroom	pizza	3
mushroom	plate	3
spectators	stands	5
sweatband	wrist	4
cow	leg	5
cow	tail	4
cow	cow	1
cow	collar	4
cow	pen	1
cow	horns	4
cow	eye	4
cow	nose	5
cow	road	2
cow	ear	4
cow	pasture	2
cow	field	2
cow	beach	2
cow	ground	2
cow	grass	2
cow	fence	1
cow	dirt	2
cow	spot	4
cow	hoof	5
cow	tag	4
cow	head	4
cow	mouth	4
cow	legs	5
cow	face	4
cow	ears	4
cow	forefront	2
cow	hill	2
cow	water	3
cow	mud	1
cow	barn	1
cow	horn	4
cow	hay	2
cow	street	2
cow	tree	3
cow	sand	2
fur	bear	2
fur	cat	4
fur	dog	5
kite	tail	5
kite	sky	3
kite	beach	2
kite	sand	2
kite	string	2
kite	air	3
kite	tree	2
kite	water	2
kite	kite	4
kite	grass	2
kite	ground	2
sprinkles	doughnut	4
sprinkles	donut	2
claw	bear	3
pair	pair	4
skateboard	skateboard	4
skateboard	boy	3
skateboard	air	5
skateboard	wheel	5
skateboard	man	3
skateboard	wheels	5
skateboard	ramp	2
skateboard	ground	2
skateboard	road	3
skateboard	sidewalk	3
skateboard	pavement	2
skateboard	midair	4
skateboarder	pants	5
skateboarder	shirt	4
skateboarder	air	3
skateboarder	street	2
skateboarder	skateboard	5
skateboarder	helmet	4
skateboarder	shadow	2
skateboarder	shoe	5
skateboarder	ramp	1
skateboarder	skateboarder	4
skateboarder	jeans	5
reins	horse	2
giraffes	tree	3
giraffes	giraffes	4
giraffes	field	5
giraffes	fence	1
giraffes	grass	2
giraffes	enclosure	5
giraffes	ground	2
skier	hat	4
skier	cap	4
skier	pants	5
skier	jacket	4
skier	snow	2
skier	skis	5
skier	goggles	4
skier	glove	4
skier	backpack	4
skier	hill	2
skier	mountain	1
skier	helmet	4
skier	gloves	4
skier	sunglasses	4
skier	poles	5
skier	coat	4
skier	slope	2
skier	pole	5
skier	air	5
skier	shadow	2
skier	ski	5
skier	skier	4
skier	sky	1
skier	side	4
surfer	wave	1
surfer	surfboard	5
surfer	water	2
surfer	wetsuit	5
surfer	arm	4
surfer	head	4
surfer	board	5
surfer	hand	5
surfer	ocean	2
surfer	leg	5
surfer	shirt	4
surfer	shorts	5
surfer	hair	4
surfer	beach	2
surfer	waves	1
surfer	surfer	4
surfboard	sand	2
surfboard	wave	3
surfboard	water	3
surfboard	ocean	3
surfboard	logo	4
surfboard	design	4
surfboard	beach	2
surfboard	surfboard	4
surfboard	man	3
surfboard	arm	4
surfboard	car	2
surfboard	tip	4
surfboard	fin	5
fries	plate	2
bun	hotdog	4
bun	plate	2
bun	sandwich	5
olive	pizza	2
tusk	elephant	1
pasta	plate	4
pasta	meal	2
boots	woman	3
wetsuit	man	4
wake	boat	3
skis	snow	3
skis	man	3
skis	person	3
skis	ground	2
skis	feet	4
skiers	snow	5
horses	field	2
horses	grass	2
horses	beach	2
horses	water	2
skater	helmet	4
skater	skateboard	5
bears	water	4
claws	bear	3
slope	snow	5
cellphone	table	2
cellphone	hand	5
donuts	machine	1
donuts	box	2
donuts	plate	5
airplanes	sky	3
planes	planes	4
planes	sky	3
planes	formation	2
snowboard	snow	3
snowboard	man	3
snowboard	ground	3
fingernail	finger	2
steak	plate	3
watermelon	watermelon	4
laces	shoe	5
shrimp	plate	2
wristband	arm	3
wristband	wrist	5
wristband	man	2
jersey	number	5
pedal	bike	3
eggs	plate	3
kites	sky	3
kites	air	1
wipers	windshield	3
wipers	train	2
wipers	bus	1
sandwhich	plate	2
ketchup	plate	1
ketchup	hotdog	5
sandwiches	plate	5
burger	plate	1
trains	tracks	2
clocks	tower	2
splash	water	2
doughnuts	box	4
oar	boat	1
headband	head	5
biker	helmet	4
policeman	horse	5
policeman	helmet	4
policeman	motorcycle	5
ski	snow	3
ski	foot	4
ski	ground	3
urinal	bathroom	1
urinal	wall	3
string	kite	3
lanyard	neck	4
mustard	hotdog	5
hotdog	ketchup	4
hotdog	bun	5
hotdog	plate	5
screw	sign	2
screw	scissors	3
spectator	stand	1
spectator	stands	3
spectator	crowd	3
doughnut	sprinkle	5
doughnut	hole	4
doughnut	box	2
doughnut	sprinkles	4
doughnut	frosting	4
doughnut	plate	5
doughnut	doughnut	4
doughnut	tray	2
doughnut	case	2
character	toy	1
locomotive	locomotive	4
bridle	horse	2
mane	horse	2
mane	zebra	2
mane	neck	5
mane	giraffe	2
boot	ski	2
boot	man	3
bat	hands	5
bat	ground	3
bat	bat	4
bat	hand	5
bat	fence	1
tool	wall	2
suit	chair	5
toddler	shirt	4
paintings	wall	2
engines	plane	3
catcher	field	1
catcher	mitt	4
catcher	helmet	4
catcher	batter	1
catcher	glove	4
catcher	mask	4
catcher	plate	1
catcher	uniform	5
catcher	shirt	4
catcher	ball	1
catcher	catcher	4
umpire	field	1
umpire	catcher	1
umpire	mask	4
umpire	shirt	4
umpire	pants	5
umpire	helmet	4
cucumber	plate	3
bride	dress	5
rider	horse	2
rider	helmet	4
rider	motorcycle	5
spokes	wheel	4
controller	hand	5
CLOUDS	sky	2
conductor	train	2
herd	sheep	4
phones	table	1
groom	cake	1
noodle	plate	2
chicken	plate	3
chicken	pizza	2
chicken	sandwich	3
figurines	water	2
feather	bird	3
toppings	pizza	5
wallet	wall	2
frisbee	hand	4
frisbee	ground	2
frisbee	dog	2
frisbee	man	2
frisbee	air	2
frisbee	mouth	4
frisbee	grass	3
frisbee	frisbee	4
tattoo	arm	3
tattoo	leg	3
cop	bike	5
rust	wall	4
peppers	pizza	5
olives	pizza	3
pepperoni	pizza	2
bathtub	bathroom	3
steam	train	2
toothbrush	mouth	4
toothbrush	bristles	4
toothbrush	sink	2
toothbrush	hand	2
toothbrush	counter	2
toothbrush	holder	2
hooves	horse	3
sprinkle	doughnut	3
sprinkle	donut	2
cane	man	1
prairie	elephant	5
horn	cow	2
horn	bull	2
horn	giraffe	2
horn	head	2
horn	animal	2
horn	goat	2
toast	plate	2
duct-work	ceiling	1
jets	sky	1
pickle	plate	2
pickle	sandwich	2
half	sandwich	5
cupcake	plate	2
cupcake	icing	4
surfers	water	2
racquet	hand	5
meal	table	4
meal	plate	5
meal	rice	5
bubbles	water	3
spinach	pizza	2
mushrooms	pizza	5
icing	cake	2
stop	sign	4
kitten	ear	4
kitten	eye	4
stabilizer	plane	1
bacon	sandwich	3
bacon	plate	3
bacon	pizza	2
bangs	women	2
swan	water	2
blueberry	pie	1
sole	shoe	4
plunger	toilet	1
crumbs	plate	3
beads	hair	1
nostril	giraffe	2
lamb	grass	1
lamb	sheep	3
basil	pizza	3
heads	giraffes	2
tusks	elephant	1
numeral	clock	2
police	motorcycle	5
ham	pizza	2
ham	plate	2
fry	plate	3
greens	plate	5
one	one	4
steer	horn	4
spoke	wheel	2
spoke	tire	3
bristles	toothbrush	2
t	sign	1
urinals	wall	3
prints	sand	3
wool	sheep	5
parasail	sky	3
numerals	clock	3
lace	shoe	1
whisker	cat	3
tines	fork	2
armband	wrist	4
vases	table	5
magnets	refrigerator	2
magnets	fridge	2
market	people	5
jockey	horse	2
whitecaps	wave	4
friend	friend	4
refridgerator	light	4
terrain	forest	3
raspberry	cake	2
raspberry	bowl	1
soccer	soccer	4
raimbow	vertically	4
raimbow	ocean	2
caboose	train	4
desert	plate	2
footstep	sand	3
your	wall	3
starring	camera	2
colar	dog	2
district	district	4
biscuit	rack	2
players's	knee	5
mountianside	snow	4
moument	clock	4
flies	bull	4
br	wall	2
drift	snow	3
girafe	gate	5
golves	table	4
closeup	tie	5
rules	park	1
skycrapers	background	1
sandunes	grass	4
